series_id,fund_name,lei,isin,isin_source,figi,share_class_figi,figi_ticker,class_id,class_name,resolution
S000000008,DREYFUS APPRECIATION FUND INC,549300TUIL1OUKJCE043,US2619701079,GLEIF,,,,,,unresolved
S000000008,DREYFUS APPRECIATION FUND INC,549300TUIL1OUKJCE043,US2619702069,GLEIF,,,,,,unresolved
S000000008,DREYFUS APPRECIATION FUND INC,549300TUIL1OUKJCE043,US2619703059,GLEIF,,,,,,unresolved
S000000039,Small Cap Growth Stock Portfolio,YTR2S467AP5XPLF6CQ13,US6681408257,SEC-NPORT,,,,,,unresolved
S000000041,Domestic Equity Portfolio,5493004TKKI7X6F71K84,US6681407911,SEC-NPORT,,,,,,unresolved
S000000047,Select Bond Portfolio,03DZ35VFRGD62UKLL347,US6681407598,SEC-NPORT,,,,,,unresolved
S000000049,Small Cap Value Portfolio,5493006BEZYY47A02J59,US6681408174,SEC-NPORT,,,,,,unresolved
S000000050,Mid Cap Growth Stock Portfolio,LIP0ME8UWTR611J45283,US6681408661,SEC-NPORT,,,,,,unresolved
S000000051,International Growth Portfolio,A7EFFZCFPQNSS1P3HZ68,US6681406848,SEC-NPORT,,,,,,unresolved
S000000051,International Growth Portfolio,A7EFFZCFPQNSS1P3HZ68,US69480V4692,SEC-NPORT,,,,,,unresolved
S000000052,International Equity Portfolio,5493009J2EF7GK480170,US6681406921,SEC-NPORT,,,,,,unresolved
S000000053,Mid Cap Value Portfolio,8TRVIGMWHSWZVXP7PI34,US6681407838,SEC-NPORT,,,,,,unresolved
S000000055,Focused Appreciation Portfolio,5493007QO6Z6UMWHLZ04,US6681407754,SEC-NPORT,,,,,,unresolved
S000000071,DREYFUS RESEARCH GROWTH FUND INC,549300FY88RGTLBBN315,US05588Q1013,GLEIF,BBG000BBW2K0,BBG001S64BL1,DREQX,C000000108,Class Z,figi-ticker-join
S000000071,DREYFUS RESEARCH GROWTH FUND INC,549300FY88RGTLBBN315,US05588Q2003,GLEIF,BBG000DGWNL0,BBG001T3TSL3,DWOAX,C000069523,Class A,figi-ticker-join
S000000071,DREYFUS RESEARCH GROWTH FUND INC,549300FY88RGTLBBN315,US05588Q3092,GLEIF,BBG000DGWPC5,BBG001T3TSP9,DWOCX,C000069524,Class C,figi-ticker-join
S000000071,DREYFUS RESEARCH GROWTH FUND INC,549300FY88RGTLBBN315,US05588Q4082,GLEIF,BBG000DGWPT7,BBG001T3TSR7,DWOIX,C000069525,Class I,figi-ticker-join
S000000071,DREYFUS RESEARCH GROWTH FUND INC,549300FY88RGTLBBN315,US05588Q5071,GLEIF,BBG004P19HM0,BBG004P19HP7,DRYQX,C000127666,Class Y,figi-ticker-join
S000000071,DREYFUS RESEARCH GROWTH FUND INC,549300FY88RGTLBBN315,US05588Q6061,GLEIF,BBG00GX79D31,BBG00GX79D40,DRYTX,,,unresolved
S000000078,DREYFUS MIDCAP INDEX FUND INC,549300YR5HQUSPUKYA70,US05588M1009,GLEIF,BBG00DR3LCJ5,BBG00DR3LCK3,DMIDX,C000172470,Class I,figi-ticker-join
S000000078,DREYFUS MIDCAP INDEX FUND INC,549300YR5HQUSPUKYA70,US05588M2098,GLEIF,BBG000BGKJB5,BBG001S70BG9,PESPX,C000000115,Investor Shares,figi-ticker-join
S000000090,DREYFUS MUNICIPAL BOND OPPORTUNITY FUND,54930076T2E57T3RHK59,US05589A1051,GLEIF,BBG000BBKH57,BBG001S5ZHB7,PTEBX,C000000131,Class A,figi-ticker-join
S000000090,DREYFUS MUNICIPAL BOND OPPORTUNITY FUND,54930076T2E57T3RHK59,US05589A2042,GLEIF,BBG000BQLMY0,BBG001SB4TL1,DMBCX,C000000133,Class C,figi-ticker-join
S000000090,DREYFUS MUNICIPAL BOND OPPORTUNITY FUND,54930076T2E57T3RHK59,US05589A3032,GLEIF,BBG000C28MX8,BBG001SN4B61,DMBZX,C000001400,Class Z,figi-ticker-join
S000000090,DREYFUS MUNICIPAL BOND OPPORTUNITY FUND,54930076T2E57T3RHK59,US05589A4022,GLEIF,BBG00DR3LDH5,BBG00DR3LDJ3,DMBVX,C000173300,Class I,figi-ticker-join
S000000090,DREYFUS MUNICIPAL BOND OPPORTUNITY FUND,54930076T2E57T3RHK59,US05589A5011,GLEIF,BBG00DR3LDY6,BBG00DR3LDZ5,DMBYX,C000173299,Class Y,figi-ticker-join
S000000093,DREYFUS NEW YORK AMT-FREE MUNICIPAL BOND FUND,549300YBPFHVLN151U25,US05588G1031,GLEIF,BBG004P16WN9,BBG004P16X02,DNYYX,C000130310,Class Y,figi-ticker-join
S000000093,DREYFUS NEW YORK AMT-FREE MUNICIPAL BOND FUND,549300YBPFHVLN151U25,US05588G2021,GLEIF,BBG00GX79S10,BBG00GX79S29,DNYTX,,,unresolved
S000000093,DREYFUS NEW YORK AMT-FREE MUNICIPAL BOND FUND,549300YBPFHVLN151U25,US05588G3011,GLEIF,BBG000B9XBT5,BBG001S5NTG9,PSNYX,C000000142,Class A,figi-ticker-join
S000000093,DREYFUS NEW YORK AMT-FREE MUNICIPAL BOND FUND,549300YBPFHVLN151U25,US05588G4001,GLEIF,BBG000BQS5T6,BBG001SB8L25,PNYCX,C000000144,Class C,figi-ticker-join
S000000093,DREYFUS NEW YORK AMT-FREE MUNICIPAL BOND FUND,549300YBPFHVLN151U25,US05588G5099,GLEIF,BBG000DHWBP0,BBG001T42VT5,DNYIX,C000073393,Class I,figi-ticker-join
S000000093,DREYFUS NEW YORK AMT-FREE MUNICIPAL BOND FUND,549300YBPFHVLN151U25,US05588G7079,GLEIF,BBG01J7XYD74,BBG01J9HB6M0,DNYAX,,,unresolved
S000000094,DREYFUS SHORT INTERMEDIATE MUNICIPAL BOND FUND,549300P27EHGFS25G732,US05589J1060,GLEIF,BBG000BC2D90,BBG001S64FT4,DSIBX,C000000147,Class D,figi-ticker-join
S000000094,DREYFUS SHORT INTERMEDIATE MUNICIPAL BOND FUND,549300P27EHGFS25G732,US05589J2050,GLEIF,BBG000BRRDF3,BBG001SBS2T6,DIMIX,C000073380,Class I,figi-ticker-join
S000000094,DREYFUS SHORT INTERMEDIATE MUNICIPAL BOND FUND,549300P27EHGFS25G732,US05589J3041,GLEIF,BBG000SW6WP4,BBG001T58SY7,DMBAX,C000079007,Class A Shares,figi-ticker-join
S000000094,DREYFUS SHORT INTERMEDIATE MUNICIPAL BOND FUND,549300P27EHGFS25G732,US05589J4031,GLEIF,BBG004P19K52,BBG004P19K61,DMYBX,C000130293,Class Y,figi-ticker-join
S000000094,DREYFUS SHORT INTERMEDIATE MUNICIPAL BOND FUND,549300P27EHGFS25G732,US05589J5020,GLEIF,BBG00GX7F6D8,BBG00GX7F6J2,DMBTX,,,unresolved
S000000095,DREYFUS THIRD CENTURY FUND INC,549300QQ876PDFBOND85,US09661D1028,GLEIF,BBG000BTPLP2,BBG001SFDKG7,DTCAX,C000000149,Class A,figi-ticker-join
S000000095,DREYFUS THIRD CENTURY FUND INC,549300QQ876PDFBOND85,US09661D2018,GLEIF,BBG000BTSDS4,BBG001SFGVM3,DTCCX,C000000151,Class C,figi-ticker-join
S000000095,DREYFUS THIRD CENTURY FUND INC,549300QQ876PDFBOND85,US09661D3008,GLEIF,BBG000BTJKF2,BBG001SF7SF8,DRTCX,C000000152,Class I,figi-ticker-join
S000000095,DREYFUS THIRD CENTURY FUND INC,549300QQ876PDFBOND85,US09661D4097,GLEIF,BBG000BBWMF2,BBG001S64FR6,DRTHX,C000000154,Class Z,figi-ticker-join
S000000095,DREYFUS THIRD CENTURY FUND INC,549300QQ876PDFBOND85,US09661D5086,GLEIF,BBG00DZDFP57,BBG00DZDFPH4,DTCYX,,,unresolved
S000000095,DREYFUS THIRD CENTURY FUND INC,549300QQ876PDFBOND85,US09661D6076,GLEIF,BBG00GX8RMR3,BBG00GX8RMS2,DRTTX,,,unresolved
S000000095,DREYFUS THIRD CENTURY FUND INC,549300QQ876PDFBOND85,US2620201002,GLEIF,,,,,,unresolved
S000000112,DREYFUS TREASURY & AGENCY CASH MANAGEMENT,549300MKKM9KT7BF6329,US2619081076,GLEIF,BBG000M9L8S4,BBG001S7PPY1,DTRXX,C000000251,Institutional Shares,figi-ticker-join
S000000112,DREYFUS TREASURY & AGENCY CASH MANAGEMENT,549300MKKM9KT7BF6329,US2619082066,GLEIF,BBG000M9L840,BBG001S8M8G0,DTVXX,C000000252,Investor Shares,figi-ticker-join
S000000112,DREYFUS TREASURY & AGENCY CASH MANAGEMENT,549300MKKM9KT7BF6329,US2619083056,GLEIF,BBG000M9NXL4,BBG001S9DZ23,DTAXX,C000000253,Administrative Shares,figi-ticker-join
S000000112,DREYFUS TREASURY & AGENCY CASH MANAGEMENT,549300MKKM9KT7BF6329,US2619084047,GLEIF,BBG000M9NXY0,BBG001S9DZ32,DTPXX,C000000254,Participant Shares,figi-ticker-join
S000000112,DREYFUS TREASURY & AGENCY CASH MANAGEMENT,549300MKKM9KT7BF6329,US2619085036,GLEIF,,,,,,unresolved
S000000112,DREYFUS TREASURY & AGENCY CASH MANAGEMENT,549300MKKM9KT7BF6329,US2619086026,GLEIF,,,,,,unresolved
S000000112,DREYFUS TREASURY & AGENCY CASH MANAGEMENT,549300MKKM9KT7BF6329,US2619088758,GLEIF,BBG00XZZ3H46,BBG00XZZ3H55,DTNXX,,,unresolved
S000000112,DREYFUS TREASURY & AGENCY CASH MANAGEMENT,549300MKKM9KT7BF6329,US2619088832,GLEIF,BBG00XZZ3HY3,BBG00XZZ3HZ2,DTKXX,,,unresolved
S000000113,DREYFUS TREASURY SECURITIES CASH MANAGEMENT,549300U78VESCW509025,US2619411083,GLEIF,BBG000M9KQJ5,BBG001S7PQ24,DIRXX,C000000255,Institutional Shares,figi-ticker-join
S000000113,DREYFUS TREASURY SECURITIES CASH MANAGEMENT,549300U78VESCW509025,US2619412073,GLEIF,BBG000M9NYX9,BBG001S8M8H9,DVRXX,C000000256,Investor Shares,figi-ticker-join
S000000113,DREYFUS TREASURY SECURITIES CASH MANAGEMENT,549300U78VESCW509025,US2619413063,GLEIF,BBG000M9KPR8,BBG001S9DZ50,DARXX,C000000257,Administrative Shares,figi-ticker-join
S000000113,DREYFUS TREASURY SECURITIES CASH MANAGEMENT,549300U78VESCW509025,US2619414053,GLEIF,BBG000MBLHG2,BBG001S9DYH0,DPRXX,C000000258,Participant Shares,figi-ticker-join
S000000113,DREYFUS TREASURY SECURITIES CASH MANAGEMENT,549300U78VESCW509025,US2619416033,GLEIF,BBG00XZZ3PW7,BBG00XZZ3PX6,DTJXX,,,unresolved
S000000113,DREYFUS TREASURY SECURITIES CASH MANAGEMENT,549300U78VESCW509025,US2619417023,GLEIF,BBG00XZZ3JV2,BBG00XZZ3JW1,DTHXX,,,unresolved
S000000113,DREYFUS TREASURY SECURITIES CASH MANAGEMENT,549300U78VESCW509025,US2620233021,GLEIF,BBG01TV3V2X9,BBG01TW6L1G3,TKNXX,,,unresolved
S000000161,INVESCO Dividend Income Fund,549300JLHJFMJ0THOB75,US00143M3566,SEC-NPORT,BBG003D8VJW0,BBG003D8VJX9,IFUTX,C000120718,Class R6,figi-ticker-join
S000000173,Premier Portfolio,54930008H3X1FEUL6Y34,US00142W1080,GLEIF,BBG000BD0L10,BBG001S6D2Y7,IMRXX,C000000397,Investor Class,figi-ticker-join
S000000176,Premier U.S. Government Money Portfolio,549300TCMEM5428K3T88,US00142W8432,SEC-NPORT,BBG000BZLZG1,BBG001SKBDT0,IUGXX,,,unresolved
S000000185,INVESCO V.I. Government Money Market Fund,549300BTSK7KTYK5O237,US0088926060,SEC-NPORT,BBG000KTNV09,BBG001T435H4,VAMMS1V,,,unresolved
S000000220,Government & Agency Portfolio,5493007T1J7WZ5QI1A47,US8252528851,SEC-NPORT,BBG000Q9JJD5,BBG001SMGMP5,AGPXX,,,unresolved
S000000220,Government & Agency Portfolio,5493007T1J7WZ5QI1A47,US8252571083,GLEIF,,,,,,unresolved
S000000221,Government TaxAdvantage Portfolio,549300AX0P1O1RVENL43,US8252525055,SEC-NPORT,BBG000Q9JGX9,BBG001SMGML9,TSPXX,,,unresolved
S000000224,Treasury Portfolio,5493004B3TM8ZIDDDC39,US8252524066,SEC-NPORT,BBG000Q9JHJ3,BBG001SMGMM8,TRPXX,,,unresolved
S000000227,INVESCO European Growth Fund,549300O4QWKZLQY6N775,US00889A8229,SEC-NPORT,BBG00GGMHM65,BBG00GGMHM74,AEGSX,,,unresolved
S000000230,INVESCO International Growth Fund,5493009RN0Z1H173QY77,US00889A4004,SEC-NPORT,BBG003D50FX7,BBG003D50FY6,IGFRX,C000120687,Class R6,figi-ticker-join
S000000235,INVESCO Global Health Care Fund,549300BBEGFRGDDJRQ35,US00141T1060,GLEIF,BBG000BB57D7,BBG001S5RQY1,GGHCX,C000000565,Class A,figi-ticker-join
S000000243,INVESCO High Yield Fund,K4CRNVC5562BHJUYJG07,US0014215935,SEC-NPORT,BBG003D50F12,BBG003D50F21,HYIFX,C000120675,Class R6,figi-ticker-join
S000000253,INVESCO Government Money Market Fund,549300FZWHBQKHBZX613,US0014211066,GLEIF,BBG000BF3679,BBG001S6LMQ3,ACZXX,C000085152,CLASS AX,figi-ticker-join
S000000253,INVESCO Government Money Market Fund,549300FZWHBQKHBZX613,US00142C7719,SEC-NPORT,BBG000BFLYK3,BBG001S6PRN1,AIMXX,C000000611,Invesco Cash Reserve,figi-ticker-join
S000000277,Invesco Charter Fund,5493005UW26U9YKKBC24,US0014131033,GLEIF,BBG000BC12J4,BBG001S650X1,CHTRX,C000000677,Class A,figi-ticker-join
S000000277,Invesco Charter Fund,5493005UW26U9YKKBC24,US00141B3033,GLEIF,BBG000DF6D60,BBG001T3M996,CHTYX,C000069441,Class Y,figi-ticker-join
S000000281,Invesco Diversified Dividend Fund,549300JB28XKVQDIFP47,US0014131785,GLEIF,BBG000R0SSB5,BBG001SPTFV2,DDFIX,C000021945,CLASS R5,figi-ticker-join
S000000281,Invesco Diversified Dividend Fund,549300JB28XKVQDIFP47,US0014131868,GLEIF,BBG000R0SS61,BBG001SPTFS6,DDFRX,C000029594,Class R,figi-ticker-join
S000000281,Invesco Diversified Dividend Fund,549300JB28XKVQDIFP47,US0014131942,GLEIF,BBG000QXYTP0,BBG001SP8BB6,LCEIX,C000029595,Investor Class,figi-ticker-join
S000000281,Invesco Diversified Dividend Fund,549300JB28XKVQDIFP47,US00141B2043,GLEIF,BBG000SFFF87,BBG001T3MBT9,LCEYX,C000069443,Class Y,figi-ticker-join
S000000378,Dreyfus Institutional Preferred Treasury Securities Money Market Fund,549300DSYV8MU0X3LK77,US1773665070,SEC-NPORT,BBG000NSSC96,BBG001SKX9H8,CEAXX,C000000975,Hamilton Shares,figi-ticker-join
S000000461,Dreyfus Opportunistic Midcap Value Fund,549300XSOPMF9SPVYS44,US05587N6461,GLEIF,BBG000BQ4200,BBG001S9N751,DMCVX,C000001288,Class A,figi-ticker-join
S000000498,Dreyfus Strategic Value Fund,549300SDV4Y0Z7K4RZ40,US05587N6537,GLEIF,BBG000PDBFX1,BBG001SK9299,DRGVX,C000001361,Dreyfus Strategic Value Fund - Class I,figi-ticker-join
S000000498,Dreyfus Strategic Value Fund,549300SDV4Y0Z7K4RZ40,US05587N6610,GLEIF,BBG000PDBFG0,BBG001SK9244,DCGVX,C000001360,Dreyfus Strategic Value Fund - Class C,figi-ticker-join
S000000498,Dreyfus Strategic Value Fund,549300SDV4Y0Z7K4RZ40,US05587N6792,GLEIF,BBG000GVFV17,BBG001S91HZ0,DAGVX,C000001358,Dreyfus Strategic Value Fund - Class A,figi-ticker-join
S000000498,Dreyfus Strategic Value Fund,549300SDV4Y0Z7K4RZ40,US05587N7030,GLEIF,BBG004P19KH9,BBG004P19KJ7,DRGYX,C000130427,Class Y,figi-ticker-join
S000000500,Dreyfus Technology Growth Fund,549300ZJDN7W77ZD9274,US05587N5620,GLEIF,BBG000DPKP65,BBG001SDWS01,DGVRX,C000001371,Dreyfus Technology Growth Fund - Class I,figi-ticker-join
S000000500,Dreyfus Technology Growth Fund,549300ZJDN7W77ZD9274,US05587N5703,GLEIF,BBG000D5PQ08,BBG001SD29Y9,DTGCX,C000001370,Dreyfus Technology Growth Fund - Class C,figi-ticker-join
S000000500,Dreyfus Technology Growth Fund,549300ZJDN7W77ZD9274,US05587N5885,GLEIF,BBG000BR1R60,BBG001S9N2B5,DTGRX,C000001368,Dreyfus Technology Growth Fund - Class A,figi-ticker-join
S000000500,Dreyfus Technology Growth Fund,549300ZJDN7W77ZD9274,US05587N6875,GLEIF,BBG00DZDFZH2,BBG00DZDFZJ0,DTEYX,,,unresolved
S000000502,Sparrow Growth Fund,549300XDSEM51EDGX785,US8465711070,GLEIF,BBG000DQ9DG2,BBG001SGH4S4,SGFFX,C000001374,Class A,figi-ticker-join
S000000502,Sparrow Growth Fund,549300XDSEM51EDGX785,US8465712060,GLEIF,BBG000RLYBC8,BBG001STTRN7,SGNFX,C000001375,No Load,figi-ticker-join
S000000502,Sparrow Growth Fund,549300XDSEM51EDGX785,US8465714041,GLEIF,BBG002CWG9Z6,BBG002CWGB09,SGFCX,C000109530,Class C,figi-ticker-join
S000000582,BARON ASSET FUND,54930015OV8URGQ4FJ88,US0682781002,GLEIF,BBG000BBPKM6,BBG001S61JZ2,BARAX,C000001635,BARON ASSET FUND,figi-ticker-join
S000000582,BARON ASSET FUND,54930015OV8URGQ4FJ88,US0682786050,SEC-NPORT,BBG000D6HDW9,BBG001T14DL7,BARIX,C000077818,Institutional Shares,figi-ticker-join
S000000583,BARON GROWTH FUND,5493003RB1W6V2NH4T78,US0682782091,GLEIF,BBG000KDPR01,BBG001SCQW47,BGRFX,C000001636,BARON GROWTH FUND,figi-ticker-join
S000000583,BARON GROWTH FUND,5493003RB1W6V2NH4T78,US0682787041,SEC-NPORT,BBG000R6JS59,BBG001T14DQ2,BGRIX,C000077819,Institutional Shares,figi-ticker-join
S000000584,BARON SMALL CAP FUND,549300J4GU34YVCWNB33,US0682788031,SEC-NPORT,BBG000GZ4V29,BBG001T3HFK5,BSFIX,C000077820,Institutional Shares,figi-ticker-join
S000000585,BARON OPPORTUNITY FUND,549300LI07XXLQJOMB12,US0682788866,SEC-NPORT,BBG000KMYCG7,BBG001T33X76,BIOIX,C000077821,Institutional Shares,figi-ticker-join
S000000586,BARON FIFTH AVENUE GROWTH FUND,549300RUQIM7AB0VG234,US0682788783,SEC-NPORT,BBG000S4Q591,BBG001T14DP3,BFTIX,C000077822,Institutional Shares,figi-ticker-join
S000000588,Baron Partners Fund,5493002YV1IT31ORPG23,US06828M1080,GLEIF,BBG000NB90H1,BBG001SKPXG5,BPTRX,C000001642,Baron Partners Fund,figi-ticker-join
S000000588,Baron Partners Fund,5493002YV1IT31ORPG23,US06828M4050,SEC-NPORT,BBG000SD6JT1,BBG001T3D5C0,BPTIX,C000077805,Institutional Shares,figi-ticker-join
S000000610,Nuveen NWQ International Value Fund,549300IQ9XRWZ19H7R36,US67065W8038,SEC-NPORT,BBG000BFV856,BBG001S8ZC13,NGRRX,C000001723,Nuveen NWQ International Value Fund - Class I,figi-ticker-join
S000000629,Balanced Fund,549300IJG3H8UXX20270,US47803P1049,GLEIF,BBG000BJ0DF0,BBG001S77CS7,SVBAX,C000001788,Class A,figi-ticker-join
S000000630,Fundamental Large Cap Core Fund,5493004HR263O5OQBP41,US47803N5547,SEC-NPORT,BBG00MDXNPP6,BBG00MDXNPQ5,JLCNX,,,unresolved
S000000635,Regional Bank Fund,549300XZFPM56FD49H78,US4099051066,GLEIF,BBG000BH6DX8,BBG001S72JQ9,FRBAX,C000001813,Class A,figi-ticker-join
S000000646,John Hancock Bond Fund,WKGWVLWSOXTPDPZACG18,US4102236068,SEC-NPORT,BBG00215F8H0,BBG00215F8J8,JHBSX,C000106442,Class R6,figi-ticker-join
S000000652,John Hancock Tax-Free Bond Fund,549300EG7SVDO7DEYC22,US41013Y1047,GLEIF,BBG000BF2KV2,BBG001S6LJF2,TAMBX,C000001877,Class A,figi-ticker-join
S000000682,Harbor Bond Fund,EOW1NK32RWEIMTVXK597,US4115111084,GLEIF,BBG000BBD329,BBG001S5VZD9,HABDX,C000001976,Institutional Class,figi-ticker-join
S000000682,Harbor Bond Fund,EOW1NK32RWEIMTVXK597,US4115121893,GLEIF,BBG00KK724G9,BBG00KK724Q8,HBFRX,,,unresolved
S000000693,MFS Government Securities Fund,UWWK6TDSOPDQSQMMEB12,US55278M1009,GLEIF,BBG001PJBZF2,BBG001V1C0V2,NDVAX,,,unresolved
S000000693,MFS Government Securities Fund,UWWK6TDSOPDQSQMMEB12,US55278M2098,GLEIF,BBG001PJBZX2,BBG001V1C104,NDVBX,,,unresolved
S000000693,MFS Government Securities Fund,UWWK6TDSOPDQSQMMEB12,US55278M3088,GLEIF,BBG001PJC095,BBG001V1C122,NDVCX,,,unresolved
S000000693,MFS Government Securities Fund,UWWK6TDSOPDQSQMMEB12,US55278M4078,GLEIF,BBG001PJC0S4,BBG001V1C159,NDVIX,,,unresolved
S000000693,MFS Government Securities Fund,UWWK6TDSOPDQSQMMEB12,US55278M5067,GLEIF,BBG001PJC120,BBG001V1C195,NDVRX,,,unresolved
S000000693,MFS Government Securities Fund,UWWK6TDSOPDQSQMMEB12,US55278M6057,GLEIF,BBG001PJC175,BBG001V1C1C1,NDVSX,,,unresolved
S000000693,MFS Government Securities Fund,UWWK6TDSOPDQSQMMEB12,US55278M7048,GLEIF,BBG001PJC1K0,BBG001V1C1F8,NDVTX,,,unresolved
S000000693,MFS Government Securities Fund,UWWK6TDSOPDQSQMMEB12,US55278M8038,GLEIF,BBG001PJC1S2,BBG001V1C1H6,NDVUX,,,unresolved
S000000693,MFS Government Securities Fund,UWWK6TDSOPDQSQMMEB12,US5529827124,SEC-NPORT,BBG003519HR9,BBG003519HW3,MFGKX,C000117927,R6,figi-ticker-join
S000000696,Massachusetts Investors Trust,AJBT5D8OO5U653H85K80,US5757361036,GLEIF,BBG000BC9L22,BBG001S65V90,MITTX,C000002037,A,figi-ticker-join
S000000696,Massachusetts Investors Trust,AJBT5D8OO5U653H85K80,US5757362026,GLEIF,BBG000BMNZ69,BBG001S7V2D8,MITBX,C000002042,B,figi-ticker-join
S000000696,Massachusetts Investors Trust,AJBT5D8OO5U653H85K80,US5757363016,GLEIF,BBG000BPXHC4,BBG001S9LD14,MITCX,C000002043,C,figi-ticker-join
S000000696,Massachusetts Investors Trust,AJBT5D8OO5U653H85K80,US5757364006,GLEIF,BBG000BQHC86,BBG001SB2WQ1,MITIX,C000002044,I,figi-ticker-join
S000000696,Massachusetts Investors Trust,AJBT5D8OO5U653H85K80,US5757366084,GLEIF,,,,,,unresolved
S000000696,Massachusetts Investors Trust,AJBT5D8OO5U653H85K80,US5757367074,GLEIF,,,,,,unresolved
S000000696,Massachusetts Investors Trust,AJBT5D8OO5U653H85K80,US5757368064,GLEIF,,,,,,unresolved
S000000696,Massachusetts Investors Trust,AJBT5D8OO5U653H85K80,US5757368148,GLEIF,BBG008H7JF40,BBG008H7JF59,MITJX,C000113374,R6,figi-ticker-join
S000000696,Massachusetts Investors Trust,AJBT5D8OO5U653H85K80,US5757368304,GLEIF,BBG000C22K22,BBG001SMFHR5,MITDX,C000002038,R4,figi-ticker-join
S000000696,Massachusetts Investors Trust,AJBT5D8OO5U653H85K80,US5757368486,GLEIF,BBG000C22JQ9,BBG001SMFFG1,MITHX,C000002049,R3,figi-ticker-join
S000000696,Massachusetts Investors Trust,AJBT5D8OO5U653H85K80,US5757368551,GLEIF,BBG000C22CH4,BBG001SMF8J4,MITGX,C000002046,R1,figi-ticker-join
S000000696,Massachusetts Investors Trust,AJBT5D8OO5U653H85K80,US5757368635,GLEIF,BBG000BSMPM1,BBG001SD9V00,MIRTX,C000002048,R2,figi-ticker-join
S000000696,Massachusetts Investors Trust,AJBT5D8OO5U653H85K80,US5757368890,GLEIF,,,,,,unresolved
S000000697,Clearwater Core Equity Fund,549300K5X0AWHU0I8R11,US18533P1021,GLEIF,BBG001F8LJJ8,BBG001V08SB0,QWVPX,C000002050,Clearwater Core Equity Fund,unique-pairing
S000000700,Thrivent Aggressive Allocation Fund,0B3VFSO8N3UPFT234F08,US8858822583,GLEIF,BBG000H5Z7H7,BBG001SP3TN9,TAAIX,C000002054,Class S,figi-ticker-join
S000000700,Thrivent Aggressive Allocation Fund,0B3VFSO8N3UPFT234F08,US8858823326,GLEIF,BBG000BBLMV6,BBG001S64268,TAAAX,C000002053,Class A,figi-ticker-join
S000000701,Thrivent Balanced Income Plus Fund,382LN73IHPB5WUM3B285,US8858824076,GLEIF,BBG000BHXC42,BBG001S7SF25,AABFX,C000002055,Class A,figi-ticker-join
S000000701,Thrivent Balanced Income Plus Fund,382LN73IHPB5WUM3B285,US8858826055,GLEIF,BBG000GJHYR8,BBG001SK6GN5,IBBFX,C000002056,Class S,figi-ticker-join
S000000702,Thrivent Opportunity Income Plus Fund,OFQ11CZAX8IFCC8SYQ16,US8858827046,GLEIF,BBG000BBYJK1,BBG001S64PS3,AAINX,C000002058,Class A,figi-ticker-join
S000000702,Thrivent Opportunity Income Plus Fund,OFQ11CZAX8IFCC8SYQ16,US8858828861,GLEIF,BBG000BTWDH1,BBG001SFKLP7,IIINX,C000002059,Class S,figi-ticker-join
S000000718,American Beacon Balanced Fund,549300280K2PWQ7CP205,US02368A1097,GLEIF,BBG000BDX350,BBG001S6K9X5,AADBX,C000002089,Institutional Class,figi-ticker-join
S000000753,Baird Aggregate Bond Fund,549300NWEXVVDQ3ROW37,US0570718546,SEC-NPORT,BBG000DCMWC0,BBG001SG97W1,BAGIX,,,unresolved
S000000754,Baird Core Plus Bond Fund,549300S4MBFCLLUH2X28,US0570718702,SEC-NPORT,BBG000BKX4J7,BBG001S90T30,BCOIX,,,unresolved
S000000757,Baird Short-Term Bond Fund,5493001CJOVRFMYFIJ62,US0570714099,SEC-NPORT,BBG000Q60X40,BBG001SM8KZ7,BSBIX,C000002171,Institutional,figi-ticker-join
S000000757,Baird Short-Term Bond Fund,5493001CJOVRFMYFIJ62,US0570717225,SEC-NPORT,BBG005NN77X3,BBG005NN77W4,BUBIX,,,unresolved
S000000757,Baird Short-Term Bond Fund,5493001CJOVRFMYFIJ62,US0570718546,SEC-NPORT,BBG000DCMWC0,BBG001SG97W1,BAGIX,,,unresolved
S000000757,Baird Short-Term Bond Fund,5493001CJOVRFMYFIJ62,US0570718702,SEC-NPORT,BBG000BKX4J7,BBG001S90T30,BCOIX,,,unresolved
S000000765,MFS New Discovery Fund,ZVEMRLDGMDO1D1VDSU87,US55273H3460,SEC-NPORT,BBG002ZXTHR6,BBG002ZXTHT4,MNDKX,C000075013,R6,figi-ticker-join
S000000766,MFS Research International Fund,UH91KW1VFNZQF5FY7237,US55273H3619,SEC-NPORT,BBG000GP36G2,BBG001SQZV84,MRSKX,C000034436,R6,figi-ticker-join
S000000769,MFS Value Fund,HV6C0RMURVKFUQ3UTB42,US55273H3536,SEC-NPORT,BBG000J8JWR1,BBG001SQZV93,MEIKX,C000033014,R6,figi-ticker-join
S000000778,Putnam Dynamic Asset Allocation Balanced Fund,549300QO7FH593DLXC23,US7464443065,GLEIF,BBG000CBH9R4,BBG001S80222,PABAX,C000002307,Class A shares,figi-ticker-join
S000000779,Putnam Dynamic Asset Allocation Conservative Fund,549300NETFHIDLGCN871,US7464445045,GLEIF,BBG000BKQD50,BBG001S80WX2,PACAX,C000002313,Class A shares,figi-ticker-join
S000000780,Putnam Dynamic Asset Allocation Growth Fund,54930008K7GIJC4BGQ63,US7464441085,GLEIF,BBG000BKMRS8,BBG001S80240,PAEAX,C000002319,Class A shares,figi-ticker-join
