series_id,fund_name,lei,isin,isin_source,figi,share_class_figi,figi_ticker,class_id,class_name,resolution
S000040184,Goldman Sachs MLP Energy Infrastructure Fund,549300QNI1STTSJRLK10,US38145C3806,GLEIF,BBG002DMLP49,BBG002DMLP58,GFIRX,,,unresolved
S000040184,Goldman Sachs MLP Energy Infrastructure Fund,549300QNI1STTSJRLK10,US38145C3988,GLEIF,BBG002DMLNV4,BBG002DMLNW3,GMSSX,,,unresolved
S000040184,Goldman Sachs MLP Energy Infrastructure Fund,549300QNI1STTSJRLK10,US38145C4069,GLEIF,BBG000VB4Y56,BBG001T1YS86,GRLLX,,,unresolved
S000040184,Goldman Sachs MLP Energy Infrastructure Fund,549300QNI1STTSJRLK10,US38145C4143,GLEIF,BBG002DMN2D8,BBG002DMN2F6,GMSCX,,,unresolved
S000040184,Goldman Sachs MLP Energy Infrastructure Fund,549300QNI1STTSJRLK10,US38145C4226,GLEIF,BBG002DMLLN7,BBG002DMLLP5,GMSAX,,,unresolved
S000040184,Goldman Sachs MLP Energy Infrastructure Fund,549300QNI1STTSJRLK10,US38145C4309,GLEIF,BBG001J8XS92,BBG001V0HW30,GFRRX,,,unresolved
S000040184,Goldman Sachs MLP Energy Infrastructure Fund,549300QNI1STTSJRLK10,US38145C4481,GLEIF,BBG001J8XV22,BBG001V0HW76,GFRIX,,,unresolved
S000040184,Goldman Sachs MLP Energy Infrastructure Fund,549300QNI1STTSJRLK10,US38145C4556,GLEIF,BBG001J8XTH1,BBG001V0HW58,GSFRX,,,unresolved
S000040184,Goldman Sachs MLP Energy Infrastructure Fund,549300QNI1STTSJRLK10,US38145C4630,GLEIF,BBG001J8XS38,BBG001V0HW21,GFRCX,,,unresolved
S000040184,Goldman Sachs MLP Energy Infrastructure Fund,549300QNI1STTSJRLK10,US38145C4713,GLEIF,BBG001J8XLD2,BBG001V0HVZ7,GFRAX,,,unresolved
S000040184,Goldman Sachs MLP Energy Infrastructure Fund,549300QNI1STTSJRLK10,US38145C4978,GLEIF,BBG0015HYJG8,BBG001TC1FH6,GKIRX,,,unresolved
S000040184,Goldman Sachs MLP Energy Infrastructure Fund,549300QNI1STTSJRLK10,US38145C5058,GLEIF,,,,,,unresolved
S000040184,Goldman Sachs MLP Energy Infrastructure Fund,549300QNI1STTSJRLK10,US38145C5132,GLEIF,BBG0015HYL64,BBG001TC1G20,GVIRX,,,unresolved
S000040184,Goldman Sachs MLP Energy Infrastructure Fund,549300QNI1STTSJRLK10,US38145C5215,GLEIF,BBG0015HYL19,BBG001TC1FZ6,GQIRX,,,unresolved
S000040184,Goldman Sachs MLP Energy Infrastructure Fund,549300QNI1STTSJRLK10,US38145C5397,GLEIF,BBG0015HYKS2,BBG001TC1FX8,GITRX,,,unresolved
S000040184,Goldman Sachs MLP Energy Infrastructure Fund,549300QNI1STTSJRLK10,US38145C5470,GLEIF,BBG0015KBW13,BBG001TC1NP0,GIRVX,,,unresolved
S000040184,Goldman Sachs MLP Energy Infrastructure Fund,549300QNI1STTSJRLK10,US38145C5546,GLEIF,BBG0015HYKQ4,BBG001TC1FW9,GIRLX,,,unresolved
S000040184,Goldman Sachs MLP Energy Infrastructure Fund,549300QNI1STTSJRLK10,US38145C5629,GLEIF,BBG0015HYJX9,BBG001TC1FM0,GIRPX,,,unresolved
S000040184,Goldman Sachs MLP Energy Infrastructure Fund,549300QNI1STTSJRLK10,US38145C5702,GLEIF,,,,,,unresolved
S000040184,Goldman Sachs MLP Energy Infrastructure Fund,549300QNI1STTSJRLK10,US38145C5884,GLEIF,BBG0015HYJV1,BBG001TC1FK2,GIRNX,,,unresolved
S000040184,Goldman Sachs MLP Energy Infrastructure Fund,549300QNI1STTSJRLK10,US38145C5967,GLEIF,BBG0015HYK75,BBG001TC1FR5,GIRMX,,,unresolved
S000040184,Goldman Sachs MLP Energy Infrastructure Fund,549300QNI1STTSJRLK10,US38145C6049,GLEIF,,,,,,unresolved
S000040184,Goldman Sachs MLP Energy Infrastructure Fund,549300QNI1STTSJRLK10,US38145C6122,GLEIF,,,,,,unresolved
S000040184,Goldman Sachs MLP Energy Infrastructure Fund,549300QNI1STTSJRLK10,US38145C6205,GLEIF,BBG000R418C9,BBG001T93H23,GSZRX,,,unresolved
S000040184,Goldman Sachs MLP Energy Infrastructure Fund,549300QNI1STTSJRLK10,US38145C6387,GLEIF,BBG000R417Q6,BBG001T93GZ9,GZIRX,,,unresolved
S000040184,Goldman Sachs MLP Energy Infrastructure Fund,549300QNI1STTSJRLK10,US38145C6460,GLEIF,BBG000R40ZP6,BBG001T93GX1,GSZIX,,,unresolved
S000040184,Goldman Sachs MLP Energy Infrastructure Fund,549300QNI1STTSJRLK10,US38145C6536,GLEIF,BBG000R40Z49,BBG001T93GV3,GSZCX,,,unresolved
S000040184,Goldman Sachs MLP Energy Infrastructure Fund,549300QNI1STTSJRLK10,US38145C6619,GLEIF,BBG000R40VZ4,BBG001T93GK5,GSZAX,,,unresolved
S000040184,Goldman Sachs MLP Energy Infrastructure Fund,549300QNI1STTSJRLK10,US38145C6791,GLEIF,,,,,,unresolved
S000040184,Goldman Sachs MLP Energy Infrastructure Fund,549300QNI1STTSJRLK10,US38145C6874,GLEIF,,,,,,unresolved
S000040184,Goldman Sachs MLP Energy Infrastructure Fund,549300QNI1STTSJRLK10,US38145C6957,GLEIF,,,,,,unresolved
S000040184,Goldman Sachs MLP Energy Infrastructure Fund,549300QNI1STTSJRLK10,US38145C7039,GLEIF,,,,,,unresolved
S000040184,Goldman Sachs MLP Energy Infrastructure Fund,549300QNI1STTSJRLK10,US38145C7112,GLEIF,,,,,,unresolved
S000040184,Goldman Sachs MLP Energy Infrastructure Fund,549300QNI1STTSJRLK10,US38145C7294,GLEIF,BBG000KHM7Z1,BBG001T8P5J9,GICXX,,,unresolved
S000040184,Goldman Sachs MLP Energy Infrastructure Fund,549300QNI1STTSJRLK10,US38145C7377,GLEIF,BBG000KHM8W2,BBG001T8P5K7,GIPXX,,,unresolved
S000040184,Goldman Sachs MLP Energy Infrastructure Fund,549300QNI1STTSJRLK10,US38145C7450,GLEIF,,,,,,unresolved
S000040184,Goldman Sachs MLP Energy Infrastructure Fund,549300QNI1STTSJRLK10,US38145C7526,GLEIF,BBG000KHM7M5,BBG001T8P4X6,GFCXX,,,unresolved
S000040184,Goldman Sachs MLP Energy Infrastructure Fund,549300QNI1STTSJRLK10,US38145C7609,GLEIF,BBG000K3BJP9,BBG001T71G21,GFPXX,,,unresolved
S000040184,Goldman Sachs MLP Energy Infrastructure Fund,549300QNI1STTSJRLK10,US38145C7781,GLEIF,BBG000TDH224,BBG001T8P5S9,GTRXX,,,unresolved
S000040184,Goldman Sachs MLP Energy Infrastructure Fund,549300QNI1STTSJRLK10,US38145C7864,GLEIF,BBG000TDH2C3,BBG001T8P5T8,GTOXX,,,unresolved
S000040184,Goldman Sachs MLP Energy Infrastructure Fund,549300QNI1STTSJRLK10,US38145C7948,GLEIF,BBG000TDH1X2,BBG001T8P5R0,GTPXX,,,unresolved
S000040184,Goldman Sachs MLP Energy Infrastructure Fund,549300QNI1STTSJRLK10,US38145C8029,GLEIF,,,,,,unresolved
S000040184,Goldman Sachs MLP Energy Infrastructure Fund,549300QNI1STTSJRLK10,US38145C8102,GLEIF,BBG000T4CXZ5,BBG001T71GC0,GVRXX,,,unresolved
S000040184,Goldman Sachs MLP Energy Infrastructure Fund,549300QNI1STTSJRLK10,US38145C8284,GLEIF,BBG000T4CX67,BBG001T71G76,GVCXX,,,unresolved
S000040184,Goldman Sachs MLP Energy Infrastructure Fund,549300QNI1STTSJRLK10,US38145C8367,GLEIF,BBG000T4CXM9,BBG001T71G94,GGPXX,,,unresolved
S000040184,Goldman Sachs MLP Energy Infrastructure Fund,549300QNI1STTSJRLK10,US38145C8441,GLEIF,,,,,,unresolved
S000040184,Goldman Sachs MLP Energy Infrastructure Fund,549300QNI1STTSJRLK10,US38145C8516,GLEIF,,,,,,unresolved
S000040184,Goldman Sachs MLP Energy Infrastructure Fund,549300QNI1STTSJRLK10,US38145C8698,GLEIF,,,,,,unresolved
S000040184,Goldman Sachs MLP Energy Infrastructure Fund,549300QNI1STTSJRLK10,US38145C8771,GLEIF,,,,,,unresolved
S000040184,Goldman Sachs MLP Energy Infrastructure Fund,549300QNI1STTSJRLK10,US38145C8854,GLEIF,,,,,,unresolved
S000040184,Goldman Sachs MLP Energy Infrastructure Fund,549300QNI1STTSJRLK10,US38150C8872,SEC-NPORT,BBG00KBBRBV0,BBG00KBBRBW9,GLPSX,,,unresolved
S000040204,iShares Edge MSCI USA Size Factor ETF,5493007FX38U4LSCPO86,US46432F3709,SEC-NPORT,BBG004FPV8F1,BBG004FPV969,SIZE,C000124960,iShares Edge MSCI USA Size Factor ETF,figi-ticker-join
S000040205,iShares Edge MSCI USA Value Factor ETF,549300QCMVXVCAPD3O82,US46432F3881,SEC-NPORT,BBG004FPWG26,BBG004FPWGT7,VLUE,C000124961,iShares Edge MSCI USA Value Factor ETF,figi-ticker-join
S000040206,TIAA-CREF International Opportunities Fund,549300HZ2T3OBTEPQL02,US87245R6311,SEC-NPORT,BBG00429R2V1,BBG00429R2W0,TIOIX,C000124962,Institutional Class,figi-ticker-join
S000040206,TIAA-CREF International Opportunities Fund,549300HZ2T3OBTEPQL02,US87249N4043,SEC-NPORT,BBG00L1CGCY4,BBG00L1CGCZ3,TIOVX,,,unresolved
S000040302,First Trust High Income ETF,549300S03BYRI42X4X71,US33738R3084,GLEIF,BBG005SW6SR0,BBG005SW6SS9,FTHI,C000125197,First Trust High Income ETF,unique-pairing
S000040305,First Trust Low Beta Income ETF,549300IFS6TPZRT5IY12,US33738R4074,GLEIF,BBG005SW6VS2,BBG005SW6VT1,FTQI,C000125204,First Trust Low Beta Income ETF,unique-pairing
S000040316,iShares Edge MSCI USA Momentum Factor ETF,5493002ZOOZ0SN3YYI81,US46432F3964,SEC-NPORT,BBG004FPTZB8,BBG004FPV022,MTUM,C000125223,iShares Edge MSCI USA Momentum Factor ETF,figi-ticker-join
S000040415,Deutsche X-trackers Harvest CSI 300 China A-Shares ETF,549300KGVW9YY7MPVQ67,US2330518794,SEC-NPORT,BBG005HJL923,BBG005HJL932,ASHR,C000125568,Deutsche X-trackers Harvest CSI 300 China A-Shares ETF,figi-ticker-join
S000040431,Fidelity Corporate Bond ETF,549300KFU5ERJA35G588,US3161881012,GLEIF,BBG0078WXLP5,BBG0078WXLN7,FCOR,C000125598,Fidelity Corporate Bond ETF,unique-pairing
S000040444,AST QMA Large-Cap Portfolio,5493003Y2FKFI3TJ0M05,US00771J3032,GLEIF,,,,C000125624,AST QMA Large-Cap Portfolio,unique-pairing
S000040474,iShares Ultra Short-Term Bond ETF,549300JE6SRZTXKUCU42,US46434V8789,SEC-NPORT,BBG005PCDD01,BBG005PCDCZ5,ICSH,C000125661,iShares Ultra Short-Term Bond ETF,figi-ticker-join
S000040579,Franklin Short Duration U.S. Government ETF,549300SJ8ZYS4H43HY44,US3535061085,GLEIF,BBG005JV97M0,BBG005JV97N9,FTSD,C000125848,Franklin Liberty Short Duration U.S. Government ETF,unique-pairing
S000040645,Transamerica MLP & Energy Income,5493004X52ZOBDUA4276,US89355J4821,SEC-NPORT,BBG0076B1KR8,BBG0076B1M21,TRMLPI2,,,unresolved
S000040658,Fidelity Four-in-One Index Fund,SMVYD67QFCMOZKTJ2N09,US31634R1095,GLEIF,BBG000BBBDY4,BBG001S5WSD4,FFNOX,C000126039,Fidelity Four-in-One Index Fund,unique-pairing
S000040668,Managed Risk Growth-Income Fund,549300Q8GWG42K15RE88,US02630E6656,SEC-NPORT,,,,,,unresolved
S000040742,SPDR Barclays 1-10 Year TIPS ETF,549300SS31WHLX0B1I97,US78468R8613,SEC-NPORT,BBG004MKB3B1,BBG004MKB438,TIPX,C000126354,SPDR Barclays 1-10 Year TIPS ETF,figi-ticker-join
S000040750,Vanguard Emerging Markets Government Bond Index Fund,549300JYQ3EMXCXKZG97,US9219468850,SEC-NPORT,BBG004N1LXS7,BBG004N1LYJ5,VWOB,C000126408,ETF Shares,figi-ticker-join
S000040816,WisdomTree U.S. Quality Dividend Growth Fund,549300CUR4PM3HKSPL88,US97717X6691,SEC-NPORT,BBG004LMH377,BBG004LMH3Z6,DGRW,C000126584,N/A,figi-ticker-join
S000040817,WisdomTree U.S. SmallCap Quality Dividend Growth Fund,549300CLRU7ONPPEZY45,US97717X6519,SEC-NPORT,BBG004WG0DR2,BBG004WG0DQ3,DGRS,C000126585,N/A,figi-ticker-join
S000040853,Bridge Builder Core Bond Fund,549300NYIQ6F8WXPBM25,US10803R1086,GLEIF,BBG004HKVZB4,BBG004HKVZC3,BBTBX,C000126648,Bridge Builder Core Bond Fund,unique-pairing
S000040877,Schwab Fundamental U.S. Large Company Index ETF,549300FOX56PTJLI2612,US8085247711,SEC-NPORT,BBG0051J0PH1,BBG0051J0PJ9,FNDX,C000126715,Schwab Fundamental U.S. Large Company Index ETF,figi-ticker-join
S000040879,Schwab Fundamental International Large Company Index ETF,549300V68SWSEW0KPS30,US8085247554,SEC-NPORT,BBG0051K49H0,BBG0051K49J8,FNDF,C000126717,Schwab Fundamental International Large Company Index ETF,figi-ticker-join
S000040881,Schwab Fundamental Emerging Markets Large Company Index ETF,549300IMHQ7K247G1P16,US8085247307,SEC-NPORT,BBG0051QPC78,BBG0051QPC87,FNDE,C000126719,Schwab Fundamental Emerging Markets Large Company Index ETF,figi-ticker-join
S000040915,PowerShares Global Short Term High Yield Bond Portfolio,549300GTL6XXLFU4LC25,US46138E6692,SEC-NPORT,BBG004Q00332,BBG004Q00341,PGHY,C000126877,PowerShares Global Short Term High Yield Bond Portfolio,figi-ticker-join
S000040952,T. Rowe Price Global Allocation Fund,549300EOK7E7NL9X0O89,US87281T1034,GLEIF,BBG004HXJ8L9,BBG004HXJ8M8,RPGAX,,,unresolved
S000040952,T. Rowe Price Global Allocation Fund,549300EOK7E7NL9X0O89,US87281T2024,GLEIF,BBG004HXJ8Z4,BBG004HXJ900,PAFGX,,,unresolved
S000040952,T. Rowe Price Global Allocation Fund,549300EOK7E7NL9X0O89,US87281T3014,GLEIF,BBG00CK58545,BBG00CK58554,TGAFX,,,unresolved
S000040968,WCM Alternatives: Event-Driven Fund,5493008NZHHNV9ZXUR38,US95737C1036,GLEIF,,,,,,unresolved
S000041000,ALPS International Sector Dividend Dogs ETF,549300E9TFNP417E9586,US00162Q7189,SEC-NPORT,BBG004RX7CD1,BBG004RX7CF9,IDOG,C000127212,ALPS International Sector Dividend Dogs ETF,figi-ticker-join
S000041095,Nationwide HighMark Short Term Bond Fund,549300LJYIPUYUMBJF56,US63868C8212,SEC-NPORT,BBG004MP6NY7,BBG004MP6NZ6,NWJUX,C000127587,Institutional Class,figi-ticker-join
S000041095,Nationwide HighMark Short Term Bond Fund,549300LJYIPUYUMBJF56,US63868D1000,GLEIF,BBG00GW6DFT6,BBG00GW6DFV3,NWZLX,,,unresolved
S000041106,Nationwide HighMark Bond Fund,549300ZRG1B2XM4FIS52,US63868C3007,SEC-NPORT,BBG004MP92J7,BBG004MP92K5,NWJIX,C000127634,Institutional Class,figi-ticker-join
S000041117,AQR Managed Futures Strategy HV Fund,549300EEULX15SC8N094,US00191K7081,SEC-NPORT,BBG006YWP4J2,BBG006YWP4K0,QMHRX,C000145945,Class R6,figi-ticker-join
S000041317,SPDR Russell 2000 (R) ETF,549300NYZX301TBLUJ08,US78468R8530,SEC-NPORT,BBG004T58LY6,BBG004T58LZ5,SPSM,,,unresolved
S000041383,AllianzGI Small-Cap Blend Fund,54930025VTCTZYG6OS34,US92837N1393,GLEIF,,,,,,unresolved
S000041383,AllianzGI Small-Cap Blend Fund,54930025VTCTZYG6OS34,US92837N1476,GLEIF,BBG004MY71X6,BBG004MY71Y5,AZBIX,C000128362,Institutional Class,figi-ticker-join
S000041383,AllianzGI Small-Cap Blend Fund,54930025VTCTZYG6OS34,US92837N1625,GLEIF,BBG00LL0D629,BBG00LL0D638,ASCFX,,,unresolved
S000041383,AllianzGI Small-Cap Blend Fund,54930025VTCTZYG6OS34,US92837N1708,GLEIF,,,,,,unresolved
S000041383,AllianzGI Small-Cap Blend Fund,54930025VTCTZYG6OS34,US92837N1880,GLEIF,BBG004MY6Z62,BBG004MY6Z71,AZBCX,C000128361,Class C,figi-ticker-join
S000041383,AllianzGI Small-Cap Blend Fund,54930025VTCTZYG6OS34,US92837N1963,GLEIF,BBG004MY6YW6,BBG004MY6YX5,AZBAX,C000128360,Class A,figi-ticker-join
S000041444,iShares Edge MSCI USA Quality Factor ETF,5493007KMK0CQLE2O168,US46432F3394,SEC-NPORT,BBG004TRTWV4,BBG004TRTWW3,QUAL,C000128677,iShares Edge MSCI USA Quality Factor ETF,figi-ticker-join
S000041596,KraneShares CSI China Internet ETF,549300URDNVSGEWBN526,US5007673065,SEC-NPORT,BBG004XB9HY6,BBG004XB9HZ5,KWEB,C000129136,KraneShares CSI China Internet ETF,figi-ticker-join
S000041944,Gotham Neutral Fund,5493007X1AFJSE0Z7E67,US3608731119,SEC-NPORT,BBG004XW9674,BBG004XW9683,GONIX,,,unresolved
S000042023,Franklin K2 Alternative Strategies Fund,5493004OBMCV3UPCSG65,US35241W1045,GLEIF,BBG0058L8T56,BBG0058L8T65,FAAAX,C000130561,Class A,figi-ticker-join
S000042050,AQR Style Premia Alternative Fund,549300H47CIW5R9UN420,US00191K8493,SEC-NPORT,BBG006YWP7R6,BBG006YWP7S5,QSPRX,C000145946,Class R6,figi-ticker-join
S000042050,AQR Style Premia Alternative Fund,549300H47CIW5R9UN420,US00203H4204,SEC-NPORT,BBG00562L6C7,BBG00562L6D6,QSPIX,C000130629,Class I,figi-ticker-join
S000042088,Global Atlantic American Funds Managed Risk Portfolio,5493003UEQIIJYVVO181,US34628U5002,GLEIF,,,,C000130709,Global Atlantic American Funds Managed Risk Portfolio,unique-pairing
S000042089,Global Atlantic BlackRock Global Allocation Managed Risk Portfolio,549300LAU2RPS5LACP68,US34628U1043,GLEIF,,,,C000130710,Global Atlantic BlackRock Global Allocation Managed Risk Portfolio,unique-pairing
S000042090,Global Atlantic Wellington Research Managed Risk Portfolio,5493004GHH4SPWZG5B06,US34628U2033,GLEIF,,,,C000130711,Global Atlantic Wellington Research Managed Risk Portfolio,unique-pairing
S000042091,Global Atlantic Balanced Managed Risk Portfolio,54930068B5DEEA3SJL47,US34628U3023,GLEIF,,,,C000130712,Global Atlantic Balanced Managed Risk Portfolio,unique-pairing
S000042092,Global Atlantic Select Advisor Managed Risk Portfolio,54930036IVJIF56MUD11,US34628U4013,GLEIF,,,,C000130713,Global Atlantic Select Advisor Managed Risk Portfolio,unique-pairing
S000042155,"Cohen & Steers MLP & Energy Opportunity Fund, Inc.",5493000FTLEUKTYWQ739,US19249F3055,GLEIF,BBG005Q1SY11,BBG005Q1SY20,MLOIX,C000130899,Class I,figi-ticker-join
S000042173,DFA Short-Duration Real Return Portfolio,549300YP93RBL7KJZJ97,US25239Y5767,SEC-NPORT,BBG004XQQ7D9,BBG004XQQ7F7,DFAIX,,,unresolved
S000042178,BARON DISCOVERY FUND,549300BBGGOLONVYLL69,US0682788528,SEC-NPORT,BBG004XV48F8,BBG004XV48G7,BDFIX,C000130960,Institutional Shares,figi-ticker-join
S000042349,ProShares S&P 500 Dividend Aristocrats ETF,549300VFVCIPWC83R162,US74348A4673,SEC-NPORT,BBG005D266N4,BBG005D266P2,NOBL,C000131287,ProShares S&P 500 Dividend Aristocrats ETF,figi-ticker-join
S000042353,iShares 0-5 Year High Yield Corporate Bond ETF,549300R96U5WQ7R5ID10,US46434V4077,SEC-NPORT,BBG005DW06C6,BBG005DW06B7,SHYG,C000131291,iShares 0-5 Year High Yield Corporate Bond ETF,figi-ticker-join
S000042354,iShares 0-5 Year Investment Grade Corporate Bond ETF,549300DQ0XBNCH5EKW50,US46434V1008,GLEIF,BBG005DW0477,BBG005DW0468,SLQD,C000131292,iShares 0-5 Year Investment Grade Corporate Bond ETF,unique-pairing
S000042521,Payden Floating Rate Fund,5493007MAZSH4J3PH219,US7043292181,GLEIF,BBG005K4KJ85,BBG005K4KJ76,PYFIX,C000136207,Payden Floating Rate Fund (SI Class),figi-ticker-join
S000042521,Payden Floating Rate Fund,5493007MAZSH4J3PH219,US7043292264,GLEIF,BBG005K4P955,BBG005K4P946,PYFRX,C000131550,Payden Floating Rate Fund (Investor Class),figi-ticker-join
S000042522,Payden Emerging Markets Corporate Bond Fund,549300YZ4XY581C25P40,US7043291761,GLEIF,BBG005K4K6L8,BBG005K4K6M7,PYCIX,C000136209,Payden Emerging Markets Corporate Bond Fund (SI Class),figi-ticker-join
S000042522,Payden Emerging Markets Corporate Bond Fund,549300YZ4XY581C25P40,US7043291845,GLEIF,,,,,,unresolved
S000042522,Payden Emerging Markets Corporate Bond Fund,549300YZ4XY581C25P40,US7043292348,GLEIF,BBG005K4K6X5,BBG005K4K6Y4,PYCEX,C000131551,Payden Emerging Markets Corporate Bond Fund (Investor Class),figi-ticker-join
S000042567,Fidelity Total Bond ETF,549300VK0I6RC7ZFUM07,US3161883091,GLEIF,BBG0078X19K0,BBG0078X1341,FBND,C000131659,Fidelity Total Bond ETF,unique-pairing
S000042569,Fidelity Limited Term Bond ETF,549300ESQV7BRJNHTF45,US3161882002,GLEIF,BBG0078XLZ84,BBG0078XLZ93,FLTB,C000131661,Fidelity Limited Term Bond ETF,unique-pairing
S000042600,Calvert Green Bond Fund,5493003I90ZDMMUWM559,US13161P6806,SEC-NPORT,BBG00N7YF938,BBG00N7YF947,CBGRX,,,unresolved
S000042659,ROBO Global(TM) Robotics and Automation Index ETF,549300DWX5221AQZYJ12,US3015057074,SEC-NPORT,BBG005FHK617,BBG005FHK626,ROBO,C000131868,ROBO Global(TM) Robotics and Automation Index ETF,figi-ticker-join
S000042676,Alerian Energy Infrastructure ETF,54930094QIJR6KJBN477,US00162Q6769,SEC-NPORT,BBG005HVCXT4,BBG005HVCXV1,ENFR,C000131909,Alerian Energy Infrastructure ETF,figi-ticker-join
S000042771,Transamerica Floating Rate,549300EIFOH2JTPUU855,US89355J2684,SEC-NPORT,BBG0076BRMY8,BBG0076BRPB6,TRFLRI2,,,unresolved
S000042772,Transamerica Mid Cap Growth,549300BVKN1RJS81UT94,US89355J3591,SEC-NPORT,BBG0074VSJ45,BBG0074VSJ54,TRMCGI2,,,unresolved
S000042772,Transamerica Mid Cap Growth,549300BVKN1RJS81UT94,US89356M7737,SEC-NPORT,BBG0118LBBL1,BBG0118LBBM0,TAGFX,,,unresolved
S000042772,Transamerica Mid Cap Growth,549300BVKN1RJS81UT94,US89360T5589,SEC-NPORT,BBG00F5FN5F4,BBG00F5FN5H2,TMITX,,,unresolved
S000042785,Diversified Balanced Managed Volatility Account,549300QK8X5U9D0IN652,US7429691816,GLEIF,,,,C000132328,Diversified Balanced Managed Volatility Account Class 2,unique-pairing
S000042791,PIMCO TRENDS Managed Futures Strategy Fund,549300S81G7J3BKSIV79,US72201U4554,SEC-NPORT,BBG005DLHKQ6,BBG005DLHKR5,PQTIX,,,unresolved
S000042862,iShares Interest Rate Hedged Corporate Bond ETF,54930033QG8ORSOTEQ66,US46431W7056,SEC-NPORT,BBG006KF7CT5,BBG006KF7CV2,LQDH,C000132817,iShares Interest Rate Hedged Corporate Bond ETF,figi-ticker-join
S000042863,iShares Interest Rate Hedged High Yield Bond ETF,549300K03DREBCPJX421,US46431W6066,SEC-NPORT,BBG006KF6JB0,BBG006KF6JC9,HYGH,C000132818,iShares Interest Rate Hedged High Yield Bond ETF,figi-ticker-join
S000042977,ARK Innovation ETF,254900636IK9WKHH6949,US00214Q1040,SEC-NPORT,BBG007FJMV58,BBG007FJMV49,ARKK,C000133121,ARK Innovation ETF,figi-ticker-join
S000042978,ARK Web x.0 ETF,254900YDSBVXAK2IFF48,US00214Q4010,SEC-NPORT,BBG0077Q7LF9,BBG0077Q7LG8,ARKW,C000133122,ARK Web x.0 ETF,figi-ticker-join
S000043040,iShares Currency Hedged MSCI EAFE ETF,549300W1V5QT6T1KPB54,US46434V8037,SEC-NPORT,BBG005XKVF63,BBG005XKVF72,HEFA,C000133231,iShares Currency Hedged MSCI EAFE ETF,figi-ticker-join
S000043249,JPMorgan Hedged Equity Fund,549300S6PTD170LF2O94,US46637K2657,GLEIF,BBG006FX19W1,BBG006FX19X0,JHQRX,C000133815,Class R6,figi-ticker-join
S000043249,JPMorgan Hedged Equity Fund,549300S6PTD170LF2O94,US46637K2731,GLEIF,BBG006FX18W3,BBG006FX18X2,JHQPX,C000133814,Class R5,figi-ticker-join
S000043249,JPMorgan Hedged Equity Fund,549300S6PTD170LF2O94,US46637K2814,GLEIF,BBG006FX1J77,BBG006FX1J86,JHEQX,C000133813,Select Class,figi-ticker-join
S000043249,JPMorgan Hedged Equity Fund,549300S6PTD170LF2O94,US46637K2996,GLEIF,BBG006FX18D4,BBG006FX18F2,JHQCX,C000133812,Class C,figi-ticker-join
S000043249,JPMorgan Hedged Equity Fund,549300S6PTD170LF2O94,US46637K3150,GLEIF,BBG006FWZM11,BBG006FWZM20,JHQAX,C000133811,Class A,figi-ticker-join
S000043317,Cambria Global Value ETF,5493006AUU1LFJ2HTM65,US1320614092,SEC-NPORT,BBG0064MXCS0,BBG0064MXCT9,GVAL,C000134056,Cambria Global Value ETF,figi-ticker-join
S000043319,Cambria Value and Momentum ETF,5493004RWF1V4E1W9E15,US1320618887,SEC-NPORT,BBG009YVM232,BBG009YVM241,VAMO,C000134058,Cambria Value and Momentum ETF,figi-ticker-join
S000043384,WisdomTree Barclays U.S. Aggregate Bond Zero Duration Fund,5493006OMUEEHEDQ6617,US97717W3806,SEC-NPORT,BBG005Q26B40,BBG005Q26B59,AGZD,C000134336,N/A,figi-ticker-join
S000043390,WisdomTree BofA Merrill Lynch High Yield Bond Zero Duration Fund,549300ZY3TUR4F6CQK54,US97717W4309,SEC-NPORT,BBG005Q26JZ9,BBG005Q26K04,HYZD,C000134342,N/A,figi-ticker-join
S000043448,John Hancock Enduring Assets Fund,549300HFZVP4CT27JU28,US47803P4191,SEC-NPORT,BBG022SB9PH5,BBG022SB9PJ3,JOHHIFU,,,unresolved
S000043450,John Hancock Small Cap Core Fund,54930080EGLIVON7ZE38,US47803P5420,SEC-NPORT,BBG0228K3PY4,BBG0228K3PZ3,JHSCCNA,,,unresolved
S000043713,AST T. Rowe Price Growth Opportunities Portfolio,5493009SOZSQG1MVR494,US00771J1135,GLEIF,,,,C000135561,AST T. Rowe Price Growth Opportunities Portfolio,unique-pairing
S000043749,MML International Equity Fund,549300H6NY8A0TMQJW78,US5530971556,SEC-NPORT,,,,,,unresolved
S000043966,WisdomTree Bloomberg Floating Rate Treasury Fund,549300GCKQISYMO32P15,US97717Y5270,SEC-NPORT,BBG005YHYNF9,BBG005YHYNG8,USFR,C000136444,N/A,figi-ticker-join
S000043991,Guggenheim Total Return Bond Fund,549300FZ18ZR1YQ4EB78,US40168W5250,SEC-NPORT,BBG002720ZD1,BBG002720ZF9,GIBIX,C000136529,Institutional Class,figi-ticker-join
S000044015,Goldman Sachs Small/Mid Cap Value Fund,549300QQMSY11LM6L607,US38147X1019,GLEIF,BBG005T0G5J7,BBG005T0G5K5,GMVAX,C000136623,Class A,figi-ticker-join
S000044020,Cohen & Steers Preferred and Income Opportunities Active ETF,6367006M2PVGB1SX0676,US19249U2033,SEC-NPORT,BBG01RXW2KW0,BBG01RXW2M92,CSPF,,,unresolved
S000044081,JPMorgan Income Fund,549300J9G10ZQTTAFU03,US46637K2160,GLEIF,BBG007DJPWN5,BBG007DJPWM6,JMSFX,C000136814,Class R6,figi-ticker-join
